2022 San Francisco Chronicle Wine Competition Medal Winners Sorted by Winery,,,,,,,,
Winery,State,Category Name,Vintage,AVA,Vineyard,Variety,Price,Award
Erath,WA,Pinot Gris/Grigio - Up to - $14.99,2019,Oregon,Pinot Gris,,$14.00 ,Silver
Erath,WA,Pinot Noir - $15.00 - $19.99,2019,Oregon,Pinot Noir,,$19.00 ,Silver
Erath,WA,Chardonnay - $18.00 - $ 19.99,2018,Oregon,Chardonnay,,$19.00 ,Bronze
Estate Crush,CA,Albarino,2020,Lodi,Albarino,,$18.00 ,Silver
Estate Crush,CA,Red Blend: Sangiovese leading blend,2018,Lodi,Vin Rouge,,$28.00 ,Silver
Estate Crush,CA,Cab Sauv - $26.00 - $29.99,2018,Lodi,Cabernet Sauvignon,,$26.00 ,Bronze
Estate Crush,CA,Dry Rose/Blush - RS .001 - .099,2020,Lodi,Rose,,$21.00 ,Bronze
Estee Hill,CA,Cab Sauv - $50.00 - $54.99,2018,Napa Valley,Cabernet Sauvignon,,$54.00 ,Silver
Estee Hill,CA,Cab Sauv - $65.00 - $71.99,2015,Coombsville,Cabernet Sauvignon,,$69.00 ,Silver
Estee Hill,CA,Cab Sauv - $90.00 and Over,2018,Coombsville,Cabernet Sauvignon,,$120.00 ,Silver
Everyday Napa,CA,Cab Sauv - $19.00 - $22.99,2017,Napa Valley,Cabernet Sauvignon,,$19.99 ,Bronze
Everyday Napa,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,NV,Napa Valley,Red Blend,,$11.99 ,Bronze
Everyday Sonoma,CA,Pinot Noir - $15.00 - $19.99,2018,Russian River Valley,Pinot Noir,,$18.99 ,Bronze
Evoke Winery,OR,Packaging: Whimsical,2018,Columbia Valley,Off The Record,,$45.00 ,Silver
Evoke Winery,OR,Red Blend: Mourvedre leading blend,2019,Columbia Valley,Let's Dance,,$45.00 ,Silver
Evoke Winery,OR,Packaging: Whimsical,2018,Columbia Valley,Diva,,$45.00 ,Bronze
Evoke Winery,OR,Packaging: Whimsical,2020,Columbia Valley,Talk Flirty To Me,,$28.00 ,Bronze
Experience,CA,Cab Sauv - $30.00 - $34.99,2019,Napa Valley,Cabernet Sauvignon,Experience,$30.00 ,Silver
F. Stephen Millier,CA,Pinot Noir - $20.00 - $23.99,2020,Lodi,Pinot Noir,Angels Reserve,$21.99 ,Silver
Faith; Hope and Charity Vineyards,OR,Red Natives/Hybrid Varietals,2018,Oregon,Leon Millot,,$40.00 ,Silver
Faith; Hope and Charity Vineyards,OR,White Native American/Hybrid,2019,Oregon,La Crescent,,$40.00 ,Bronze
Falkner Winery,CA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Temecula Valley,Sauvignon Blanc,,$34.95 ,Double Gold
Falkner Winery,CA,Red Blend: Sangiovese leading blend,2019,Temecula Valley,Amante,,$69.95 ,Silver
Falkner Winery,CA,Viognier - $27.00 and Over,2020,Temecula Valley,Viognier,,$39.95 ,Bronze
Fall Creek Vineyards,TX,Mourvedre,2018,Texas Hill Country,Mourvedre,Salt Lick Vineyards,$50.00 ,Silver
Fall Creek Vineyards,TX,Tempranillo - $35 and Over,2019,Texas Hill Country,Tempranillo,Salt Licks Vineyards,$35.00 ,Silver
Fall Creek Vineyards,TX,Dry Rose/Blush - RS .1 - .299,2021,Texas Hill Country,Vintners Selection Grenache Rose,,$30.00 ,Bronze
Fall Creek Vineyards,TX,Red Blend: Mourvedre leading blend,2018,Texas Hill Country,Terroir Reflection GSM,Salt Lick Vineyards,$50.00 ,Bronze
Fallbrook Winery,CA,Sangiovese - Up to - $34.99,2018,South Coast,Sangiovese,33 degrees N,$33.00 ,Double Gold
Fallbrook Winery,CA,Cab Sauv - $13.00 - $15.99,2019,California,Cabernet Sauvignon,,$15.99 ,Silver
Fallbrook Winery,CA,Merlot - $15.00 - $18.99,2018,California,Merlot,,$15.99 ,Bronze
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Raspberry Bubbly Moscato,,$5.00 ,Best of Class
Farm Fresh Wine Company,MI,Berry Wine,NV,American,Raspberry Moscato,,$10.00 ,Gold
Farm Fresh Wine Company,MI,Berry Wine,NV,American,Blueberry Moscato,,$10.00 ,Gold
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Blackberry Bubbly Moscato,,$12.00 ,Gold
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Peach Bubbly Moscato,,$12.00 ,Gold
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Blueberry Bubbly Moscato,,$5.00 ,Gold
Farm Fresh Wine Company,MI,Berry Wine,NV,American,Blackberry Moscato,,$10.00 ,Silver
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Blackberry Bubbly Moscato,,$5.00 ,Silver
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Raspberry Bubbly Moscato,,$12.00 ,Silver
Farm Fresh Wine Company,MI,Fruit Sparkling,NV,American,Blueberry Bubbly Moscato,,$12.00 ,Silver
Farm Fresh Wine Company,MI,Fruit Wine,NV,American,Peach Moscato,,$10.00 ,Silver
Farmer's Daughter Vineyards,GA,White Native American/Hybrid,2020,Georgia,Blanc du Bois,Bombshell,$20.00 ,Silver
Farmer's Daughter Vineyards,GA,Dry Rose/Blush - RS .001 - .099,2019,Georgia,Sand Angel,,$23.00 ,Bronze
Fathers & Daughters Cellars,CA,Chardonnay - $23.00 - $25.99,2020,Anderson Valley,Chardonnay,Ferrington Vineyard,$25.00 ,Double Gold
Fathers & Daughters Cellars,CA,Dry Rose/Blush - RS .001 - .099,2020,Mendocino County,Rose,Nelson Family Vineyards,$25.00 ,Gold
Fathers & Daughters Cellars,CA,Pinot Noir - $51.00 - $57.99,2017,Anderson Valley,Pinot Noir,Ferrington Vineyard Ella's Reserve,$52.00 ,Silver
Favalora Vineyards Winery,CA,Carignan/Carignane,2019,Contra Costa County,Carignane,,$34.00 ,Gold
Favalora Vineyards Winery,CA,Mourvedre,2019,Contra Costa County,Mourvedre,Mataro,$30.00 ,Gold
Favalora Vineyards Winery,CA,Dry Rose/Blush Blend - RS 0,2020,Contra Costa County,Rose,Rose de Sophia,$26.00 ,Silver
Favalora Vineyards Winery,CA,Zinfandel - $26.00 - $28.99,2019,Contra Costa County,Zinfandel,,$28.00 ,Silver
Favalora Vineyards Winery,CA,Carignan/Carignane,2018,Contra Costa County,Carignane,,$35.00 ,Bronze
Favalora Vineyards Winery,CA,Zinfandel - $32.00 - $34.99,2017,Contra Costa County,Zinfandel,,$32.00 ,Bronze
Fawnridge Winery,CA,Barbera - Up to - $34.99,2018,Sierra Foothills,Barbera,,$30.00 ,Gold
Fawnridge Winery,CA,Chardonnay - $29.00 - $32.99,2020,Sierra Foothills,Chardonnay,,$29.00 ,Silver
Fawnridge Winery,CA,Red Blend: Barbera leading blend,2017,Sierra Foothills,Barbitivo,,$29.00 ,Silver
Fawnridge Winery,CA,Zinfandel - $29.00 - $31.99,2016,Sierra Foothills,Zinfandel,,$30.00 ,Silver
Fawnridge Winery,CA,Syrah/Shiraz - $27.00 - $30.99,2017,Sierra Foothills,Syrah,,$30.00 ,Bronze
Fellow,CA,Chenin Blanc,2020,Clarksburg,Chenin Blanc,,$16.00 ,Double Gold
Fellow,CA,Petite Sirah - Up to - $27.99,2019,Clarksburg,Petite Sirah,Certified Sustainable,$19.00 ,Double Gold
Fellow,CA,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,Clarksburg,Sauvignon Blanc,,$16.00 ,Gold
Fellow,CA,Cab Franc - Up to - $29.99,2019,Clarksburg,Cabernet Franc,,$19.00 ,Silver
Fellow,CA,Cab Sauv - $19.00 - $22.99,2019,Clarksburg,Cabernet Sauvignon,,$19.00 ,Silver
Fellow,CA,Chardonnay - $16.00 - $17.99,2020,Clarksburg,Chardonnay,Certified Sustainable,$16.00 ,Silver
Fellow,CA,Pinot Noir - $15.00 - $19.99,2019,Clarksburg,Pinot Noir,,$19.00 ,Bronze
Fenestra,CA,Grenache - $35.00 and Over,2018,Livermore Valley,Grenache,,$35.00 ,Gold
Fenestra,CA,Cab Franc - $30.00 - $39.99,2018,Livermore Valley,Cabernet Franc,,$35.00 ,Silver
Fenestra,CA,Cab Sauv - $35.00 - $38.99,2018,Livermore Valley,Cabernet Sauvignon,,$35.00 ,Silver
Fenestra,CA,Petite Sirah - $28.00 - $34.99,2016,Livermore Valley,Petite Sirah,,$28.00 ,Silver
Fenestra,CA,Red Blend: Merlot leading blend - $30.00 and Over,2019,Livermore Valley,Vintners Collective,,$42.00 ,Silver
Fenestra,CA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Livermore Valley,Sauvignon Blanc,,$26.00 ,Silver
Fenestra,CA,Zinfandel - $32.00 - $34.99,2018,Livermore Valley,Zinfandel,,$34.00 ,Silver
Fenestra,CA,Red Blend: Syrah leading blend - $36.00 and Over,2017,Livermore Valley,Infrared,,$37.00 ,Bronze
Ferrante Winery,OH,Chardonnay - $16.00 - $17.99,2019,Grand River Valley,Chardonnay,Signature Series,$16.00 ,Gold
Ferrante Winery,OH,Cab Franc - Up to - $29.99,2019,Grand River Valley,Cabernet Franc,Signature Series,$22.00 ,Silver
Ferrante Winery,OH,Chardonnay - $20.00 - $22.99,2019,Grand River Valley,Chardonnay,,$22.99 ,Silver
Ferrante Winery,OH,Gewurztraminer - Up to - $19.99,2020,Grand River Valley,Gewurztraminer,,$16.00 ,Silver
Ferrante Winery,OH,Pinot Noir - $28.00 - $31.99,2020,Grand River Valley,Pinot Noir,,$30.00 ,Silver
Ferrante Winery,OH,Riesling - Dry <.99 RS,2019,Grand River Valley,Dry Riesling,Signature Series; Golden Bunches,$15.00 ,Silver
Ferrante Winery,OH,White Dessert/Late Harvest - RS >3.5,2019,Grand River Valley,Vidal Ice Wine,,$30.00 ,Silver
Ferrari-Carano,CA,Pinot Gris/Grigio - $20.00 and Over,2021,Sonoma County,Pinot Grigio,,$20.00 ,Best of Class
Ferrari-Carano,CA,Chardonnay - $23.00 - $25.99,2020,Sonoma County,Chardonnay,,$25.00 ,Gold
Ferrari-Carano,CA,Chardonnay - $33.00 - $35.99,2019,Russian River Valley,Chardonnay,Tre Terre,$35.00 ,Gold
Ferrari-Carano,CA,Sauvignon Blanc/Fume - Up to - $15.99,2021,Sonoma County,Fume Blanc,,$15.99 ,Gold
Ferrari-Carano,CA,Cab Sauv - $42.00 - $45.99,2018,Sonoma County,Cabernet Sauvignon,,$45.00 ,Silver
Ferrari-Carano,CA,Merlot - $31.00 - $39.99,2019,Sonoma County,Merlot,,$32.00 ,Silver
Fetzer,CA,Gewurztraminer - Up to - $19.99,2020,California,Gewurztraminer,,$10.00 ,Best of Class
Fetzer,CA,Chardonnay - Up to - $10.99,2020,California,Chardonnay,,$8.00 ,Gold
Fetzer,CA,Riesling - Medium Sweet - 2.1 - 4.0 RS,NV,California,Riesling,,$10.00 ,Gold
Ficarra Cellars,OH,Dry/Sweet Rose/Blush - RS 1.00 and Over,2020,American,Rossatto,,$17.00 ,Gold
Ficarra Cellars,OH,Syrah/Shiraz - $27.00 - $30.99,2019,Paso Robles,Shiraz,Novissimo,$30.00 ,Gold
Ficarra Cellars,OH,Other Sparkling,2020,Columbia Valley,Dolcecco,,$23.00 ,Silver
Ficarra Cellars,OH,Pinot Gris/Grigio - $15.00 - $19.99,2020,American,Pinot Grigio,,$17.00 ,Silver
Ficarra Cellars,OH,Pinot Noir - $28.00 - $31.99,2019,Russian River Valley,Pinot Noir,Poetessa,$29.00 ,Silver
Ficarra Cellars,OH,Riesling - Medium Dry 1.0 - 2.00 RS,2020,American,Riesling,,$17.00 ,Silver
Ficarra Cellars,OH,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,American,Sauvignon Blanc,,$17.00 ,Silver
Ficarra Cellars,OH,Malbec - Up to - $36.99,2019,American,Malbec,,$27.00 ,Bronze
Ficarra Cellars,OH,Tempranillo - Up to - $34.99,2019,American,Tempranillo,,$27.00 ,Bronze
FIELD,CA,Chardonnay - $26.00 - $28.99,2020,Russian River Valley,Chardonnay,,$28.00 ,Gold
Fifth Hill,CA,Red Blend: Merlot leading blend - $30.00 and Over,2019,Sonoma County,Pickberry,,$38.00 ,Silver
Fifth Hill,CA,White Dessert/Late Harvest - RS >3.5,2020,Sonoma Valley,Sauvignon Blanc,,$22.00 ,Silver
Fifth Hill,CA,Red Blend: Merlot leading blend - $30.00 and Over,2018,Sonoma Mountain,Pickberry,,$38.00 ,Bronze
Fifth Note Cellars,CA,Tempranillo - Up to - $34.99,2017,Dunnigan Hills,Tempranillo,,$23.00 ,Double Gold
Firefly Ridge,CA,Cab Sauv - Up to - $12.99,2019,Central Coast,Cabernet Sauvignon,,$9.99 ,Silver
Firefly Ridge,CA,Chardonnay - Up to - $10.99,2020,Central Coast,Chardonnay,,$9.99 ,Silver
Firefly Ridge,CA,Pinot Noir - Up to - $14.99,2019,Central Coast,Pinot Noir,,$9.99 ,Silver
Firesteed,CA,Pinot Noir - $15.00 - $19.99,2020,Oregon,Pinot Noir,,$16.00 ,Silver
Firestone Vineyard,CA,Chardonnay - $18.00 - $ 19.99,2020,Santa Barbara County,Chardonnay,,$18.00 ,Gold
Firestone Vineyard,CA,Cab Sauv - $19.00 - $22.99,2019,Paso Robles,Cabernet Sauvignon,,$22.00 ,Silver
Firestone Vineyard,CA,Merlot - $19.00 - $22.99,2019,Santa Ynez Valley,Merlot,,$20.00 ,Silver
First Avenue Vineyards,CA,Cab Sauv - $90.00 and Over,2018,Coombsville,Cabernet Sauvignon,,$120.00 ,Silver
Flambeaux,CA,Chardonnay - $46.00 and Over,2019,Sonoma Coast,Chardonnay,Sangiacomo Vineyards,$50.00 ,Gold
Flambeaux,CA,Zinfandel - $48.00 to $59.99,2019,Dry Creek Valley,Zinfandel,,$50.00 ,Silver
Flat Creek Estate,TX,Red Blend: Sangiovese leading blend,2017,Texas,Super Texan,,$27.95 ,Silver
Flat Creek Estate,TX,Syrah/Shiraz - $27.00 - $30.99,2017,Texas Hill Country,Syrah,,$27.95 ,Silver
Flat Top Hills,CA,Cab Sauv - $13.00 - $15.99,2018,California,Cabernet Sauvignon,,$13.99 ,Best of Class
Flat Top Hills,CA,Dry Rose/Blush - RS .3 - .99,2020,California,Rose,,$14.00 ,Silver
Flat Top Hills,CA,Red Blend: Petite Sirah leading blend,2018,California,Red Blend,,$13.99 ,Silver
Flat Top Hills,CA,Chardonnay - $11.00 - $13.99,2020,California,Chardonnay,,$13.99 ,Bronze
Flat Top Hills,CA,Sauvignon Blanc/Fume - Up to - $15.99,2020,California,Sauvignon Blanc,,$13.99 ,Bronze
Fletcher Bay Winery,WA,Cab Franc - $40.00 and Over,2019,Walla Walla Valley,Cabernet Franc,,$45.00 ,Silver
Fletcher Bay Winery,WA,Carmenere,2019,Columbia Valley,Carmenere,,$47.00 ,Silver
Fletcher Bay Winery,WA,Cab Sauv - $50.00 - $54.99,2018,Columbia Valley,Cabernet Sauvignon,Kylee's Cab,$54.00 ,Bronze
Fleur de California,CA,Chardonnay - $20.00 - $22.99,2020,Los Carneros,Chardonnay,,$22.00 ,Double Gold
Fleur de California,CA,Pinot Noir - $24.00 - $27.99,2019,Los Carneros,Pinot Noir,,$24.00 ,Silver
Flying By The Seat Of Our Pants,CA,Sauvignon Blanc/Fume - $26.00 and Over,2020,Fountaingrove District,Sauvignon Blanc,Kick Ranch Vineyard Designate,$32.00 ,Silver
Flying By The Seat Of Our Pants,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2019,Sonoma County,CAs Red,,$45.00 ,Bronze
Flying Suitcase,CA,Cab Sauv - $60.00 - $64.99,2017,Rutherford,Cabernet Sauvignon,,$60.00 ,Silver
Flying Suitcase,CA,Chardonnay - $26.00 - $28.99,2019,Russian River Valley,Chardonnay,,$28.00 ,Silver
Flying Suitcase,CA,Malbec - $37.00 and Over,2018,Russian River Valley,Malbec,,$40.00 ,Silver
Flying Suitcase,CA,Red Blend: Cab Sauv leading blend - $35.00 - $44.99,NV,California,Red Wine Blend,El Tranvia,$40.00 ,Silver
Flying Suitcase,CA,Red Blend: Syrah leading blend - $36.00 and Over,NV,California,Winemaker's Blend,,$49.00 ,Silver
Flying Suitcase,CA,Syrah/Shiraz - $35.00 - $39.99,2016,Amador County,Syrah,,$35.00 ,Bronze
Flying Suitcase,CA,Syrah/Shiraz - $35.00 - $39.99,2017,Russian River Valley,Syrah,,$35.00 ,Bronze
Fog Bank Vineyards,CA,Cab Sauv - Up to - $12.99,2020,California,Cabernet Sauvignon,,$9.99 ,Gold
Fog Bank Vineyards,CA,Pinot Gris/Grigio - Up to - $14.99,2020,California,Pinot Grigio,,$9.99 ,Gold
Fog Bank Vineyards,CA,Pinot Noir - Up to - $14.99,2020,California,Pinot Noir,,$9.99 ,Gold
Fog Bank Vineyards,CA,Chardonnay - Up to - $10.99,2020,California,Chardonnay,,$9.99 ,Silver
Fogbound,CT,White Blends - Up to - $21.99,2020,Monterey,White Blend,,$17.99 ,Bronze
Foley Sonoma,CA,Cab Sauv - $46.00 - $49.99,2017,Alexander Valley,Cabernet Sauvignon,,$48.00 ,Best of Class
Foley Sonoma,CA,Cab Sauv - $65.00 - $71.99,2017,Alexander Valley,Cabernet Sauvignon,Winemaker Series,$65.00 ,Gold
Foley Sonoma,CA,Cab Sauv - $65.00 - $71.99,2018,Alexander Valley,Cabernet Sauvignon,Winemakers Series,$65.00 ,Gold
Foley Sonoma,CA,Zinfandel - $60.00 and Over,2017,Alexander Valley,Zinfandel,Estate Pattys Patch,$60.00 ,Silver
Foppiano Vineyards,CA,Petite Sirah - $28.00 - $34.99,2017,Russian River Valley,Petite Sirah,,$28.00 ,Gold
Foppiano Vineyards,CA,Pinot Noir - $32.00 - $35.99,2018,Russian River Valley,Pinot Noir,,$35.00 ,Silver
Foppiano Vineyards,CA,Zinfandel - $48.00 to $59.99,2018,Russian River Valley,Zinfandel,Nonnos Block,$48.00 ,Bronze
Forestedge,MN,Berry Wine,NV,Minnesota,Blueberry,,$14.99 ,Silver
Forestedge,MN,Berry Wine,NV,Minnesota,Chokecherry,,$18.99 ,Bronze
Forestedge,MN,Berry Wine,NV,Minnesota,Raspberry,,$14.99 ,Bronze
Forestedge,MN,Berry Wine,NV,Minnesota,Rhubarb Raspberry,,$14.99 ,Bronze
Fortino,CA,Carignan/Carignane,2018,Santa Clara Valley,Carignan,,$27.00 ,Silver
Fortino,CA,Grenache - Up to - $34.99,2018,Santa Clara Valley,Grenache,,$27.00 ,Silver
Fortino,CA,Zinfandel - $29.00 - $31.99,2016,Santa Clara Valley,Zinfandel,Estate,$30.00 ,Silver
Fortino,CA,Red Blend: Merlot leading blend - Up to - $29.99,NV,Santa Clara Valley,Maribella,,$21.00 ,Bronze
Fortunati Vineyards,CA,Dry Rose/Blush - RS 0,2021,Oak Knoll District,Rose of Syrah,,$30.00 ,Double Gold
Fortunati Vineyards,CA,Cab Sauv - $72.00 - $89.99,2018,Oak Knoll District,Cabernet Sauvignon,Signature,$80.00 ,Gold
Fortunati Vineyards,CA,Chardonnay - $36.00 - $39.99,2020,Oak Knoll District,Chardonnay,Neutral oak aged,$38.00 ,Gold
Fortunati Vineyards,CA,Pinot Noir - $48.00 - $50.99,2019,Sta. Rita Hills,Pinot Noir,,$50.00 ,Gold
Fortunati Vineyards,CA,Cab Sauv - $90.00 and Over,2018,Napa Valley,Cabernet Sauvignon,Reserve,$135.00 ,Silver
Fortunati Vineyards,CA,Port - $33.00 and Over,2017,Oak Knoll District,Porto Fino,,$85.00 ,Silver
Fortunati Vineyards,CA,Red Blend: Cab Sauv leading blend - $45.00 - $55.99,2019,Oak Knoll District,Bordeaux Blend,Fortivo,$50.00 ,Silver
Fortunati Vineyards,CA,Syrah/Shiraz - $44.00 and Over,2019,Oak Knoll District,Syrah,Vinto,$46.00 ,Bronze
Founder's Ranch,CA,Merlot - $31.00 - $39.99,2019,Napa Valley,Merlot,,$35.00 ,Double Gold
Founder's Ranch,CA,Cab Sauv - $35.00 - $38.99,2018,Napa Valley,Cabernet Sauvignon,,$35.00 ,Gold
Founder's Ranch,CA,Red Blend: Cab Sauv leading blend - $35.00 - $44.99,2018,Napa Valley,Red Wine,,$35.00 ,Gold
Founder's Ranch,CA,Chardonnay - $29.00 - $32.99,2019,Napa Valley,Chardonnay,,$30.00 ,Bronze
Foundry Vineyards,WA,Chardonnay - $29.00 - $32.99,2019,Columbia Valley,Chardonnay,,$32.00 ,Double Gold
Foundry Vineyards,WA,Malbec - $37.00 and Over,2019,Columbia Valley,Malbec,Steel & Co,$38.00 ,Silver
Foundry Vineyards,WA,Syrah/Shiraz - $35.00 - $39.99,2018,Columbia Valley,Syrah,,$36.00 ,Bronze
Four and Twenty,CA,Cab Sauv - $19.00 - $22.99,2018,Columbia Valley,Cabernet Sauvignon,,$19.00 ,Bronze
Four Tails Vineyard,AZ,Cab Sauv - $35.00 - $38.99,2019,Willcox,Cabernet Sauvignon,Double Trouble,$35.00 ,Double Gold
Four Tails Vineyard,AZ,Petite Sirah - $28.00 - $34.99,2019,Willcox,Petite Sirah,Big Paw,$33.00 ,Double Gold
Four Tails Vineyard,AZ,Viognier - Up to - $26.99,2019,Willcox,Viognier,Pretty Girls,$24.00 ,Gold
Four Tails Vineyard,AZ,Petit Verdot - Up to - $39.99,2019,Willcox,Petit Verdot,Amigos,$29.00 ,Silver
Four Tails Vineyard,AZ,Tempranillo - Up to - $34.99,2019,Willcox,Tempranillo,Short Temper,$32.00 ,Silver
Four Tails Vineyard,AZ,Dry Rose/Blush Blend - RS 0,NV,Willcox,Rose,Pete Rose,$21.00 ,Bronze
Four Vines,CA,Chardonnay - Up to - $10.99,2020,Central Coast,Chardonnay,,$10.99 ,Double Gold
Four Vines,CA,Cab Sauv - $16.00 - $18.99,2019,Paso Robles,Cabernet Sauvignon,The Cowboy Poet,$17.99 ,Gold
Four Vines,CA,Petite Sirah - Up to - $27.99,2020,California,Petite Sirah,The Skeptic,$19.95 ,Gold
Four Vines,CA,Pinot Noir - $15.00 - $19.99,2019,Monterey County,Pinot Noir,The Maverick,$19.99 ,Silver
Four Virtues,CA,Zinfandel - $23.00 - $25.99,2020,California,Zinfandel,Bourbon Barrel Aged,$25.00 ,Gold
Four Virtues,CA,Cab Sauv - $23.00 - $25.99,2020,California,Cabernet Sauvignon,,$25.00 ,Bronze
Foursight,CA,Pinot Noir - $51.00 - $57.99,2019,Anderson Valley,Pinot Noir,Charles Vineyard,$52.00 ,Silver
Foursight,CA,Sauvignon Blanc/Fume - $26.00 and Over,2019,Anderson Valley,Sauvignon Blanc,Charles Vineyard,$29.00 ,Silver
Foursight,CA,Semillon,2019,Anderson Valley,Semillon,,$29.00 ,Silver
Foursight,CA,Pinot Noir- $58.00 - $66.99,2019,Anderson Valley,Pinot Noir,Paraboll,$62.00 ,Bronze
Fowler Wine,WI,Cab Sauv - $26.00 - $29.99,2020,American,Cabernet Sauvignon,Silverado,$26.99 ,Gold
Fowler Wine,WI,Red Blend: Merlot leading blend - Up to - $29.99,2020,American,Meritage Dual Blend,,$23.50 ,Gold
Fowler Wine,WI,Cab Franc - Up to - $29.99,2020,American,Cabernet Franc,,$23.50 ,Silver
Fowler Wine,WI,Cab Sauv - $26.00 - $29.99,2019,American,Cabernet Sauvignon,,$26.99 ,Silver
Fowler Wine,WI,Cab Sauv - $26.00 - $29.99,2020,American,Cabernet Sauvignon,,$26.99 ,Silver
Fowler Wine,WI,Pinot Gris/Grigio - Up to - $14.99,2020,American,Pinot Gris,,$14.99 ,Silver
Fowler Wine,WI,Red Blend: Cab Sauv leading blend - Up to - $24.99,2020,American,Left Bank 5 Star,,$23.50 ,Silver
Fowler Wine,WI,Red Blend: Merlot leading blend - Up to - $29.99,2020,American,Meritage Right Bank Quad Blend,,$23.50 ,Silver
Fowler Wine,WI,Red Blend: Red Native/Hybrid,2020,American,Maggies,,$14.99 ,Silver
Fowler Wine,WI,Red Natives/Hybrid Varietals,2020,American,Frontenac,Bourbon Barrel,$19.99 ,Silver
Fowler Wine,WI,Merlot - $15.00 - $18.99,2020,American,Merlot,,$18.99 ,Bronze
Fowler Wine,WI,Merlot - $19.00 - $22.99,2019,American,Merlot,,$19.99 ,Bronze
Fowler Wine,WI,Riesling - Dry <.99 RS,2020,American,Riesling,,$19.99 ,Bronze
FOXEN,CA,Pinot Noir - $36.00 - $39.99,2018,Sta. Rita Hills,Pinot Noir,,$39.99 ,Silver
Francis Coppola Reserve,CA,Chardonnay - $40.00 - $45.99,2019,Russian River Valley,Chardonnay,San Lorenzo Vineyard,$41.00 ,Gold
Francis Coppola Reserve,CA,Syrah/Shiraz - $40.00 - $43.99,2019,Dry Creek Valley,Syrah,Nimble Vineyard,$42.00 ,Gold
Francis Coppola Reserve,CA,Cab Sauv - $60.00 - $64.99,2018,Alexander Valley,Cabernet Sauvignon,Battle Family Vineyard,$62.00 ,Silver
Francis Coppola Reserve,CA,Pinot Noir - $48.00 - $50.99,2018,Russian River Valley,Pinot Noir,Dutton Ranch,$48.00 ,Silver
Francis Coppola Reserve,CA,Viognier - $27.00 and Over,2019,Russian River Valley,Viognier,Caties Corner Vineyard,$38.00 ,Silver
Francis Ford Coppola Diamond Collection,CA,Chardonnay - $20.00 - $22.99,2019,Sonoma Coast,Chardonnay,Pavilion,$20.00 ,Double Gold
Francis Ford Coppola Diamond Collection,CA,Cab Sauv - $19.00 - $22.99,2018,California,Cabernet Sauvignon,,$19.00 ,Gold
Francis Ford Coppola Diamond Collection,CA,Cab Sauv - $19.00 - $22.99,2018,California,Cabernet Sauvignon,Claret,$21.00 ,Gold
Francis Ford Coppola Diamond Collection,CA,Cab Sauv - $19.00 - $22.99,2019,Paso Robles,Cabernet Sauvignon,Appellation Series,$21.00 ,Gold
Francis Ford Coppola Director's Cut,CA,Cab Sauv - $30.00 - $34.99,2018,Alexander Valley,Cabernet Sauvignon,,$34.00 ,Gold
Francis Ford Coppola Director's Cut,CA,Chardonnay - $29.00 - $32.99,2020,Russian River Valley,Chardonnay,,$30.00 ,Gold
Francis Ford Coppola Director's Cut,CA,Pinot Noir - $32.00 - $35.99,2019,Russian River Valley,Pinot Noir,,$32.00 ,Gold
Francis Ford Coppola Director's Cut,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2018,Sonoma County,Cinema,,$44.00 ,Gold
Francis Ford Coppola Director's Cut,CA,Cab Sauv - $23.00 - $25.99,2018,Sonoma County,Cabernet Sauvignon,,$25.00 ,Silver
Francis Ford Coppola Director's Cut,CA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Alexander Valley,Sauvignon Blanc,,$24.00 ,Silver
Francis Ford Coppola Director's Cut,CA,Zinfandel - $29.00 - $31.99,2018,Dry Creek Valley,Zinfandel,,$30.00 ,Silver
Francis Ford Coppola Sofia,CA,Dry Rose/Blush - RS .1 - .299,2020,Monterey County,Rose,,$19.00 ,Best of Class
Francis Ford Coppola Sofia,CA,Rose Sparkling,2018,Monterey County,Brut Rose,,$19.00 ,Gold
Francis Ford Coppola Sofia,CA,Blanc de Blancs,NV,Monterey County,Blanc de Blancs,,$19.00 ,Silver
Francophone by Daniel Baron,CA,Pinot Noir - $67.00 and Over,2020,Russian River,Pinot Noir,,$71.99 ,Gold
